device_codename,brand,Retail Branding,Marketing Name,Device,oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,memory_internal,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by
fortunaltezh,samsung,Samsung,Galaxy Grand Prime,fortunaltezh,Samsung,Galaxy Grand Prime,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - G530F, G530FZ, G530Y",Yes,Yes,"2014, September","Available. Released 2014, October",144.8 x 72.1 x 8.6 mm (5.70 x 2.84 x 0.34 in),156 g (5.50 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"White, Gray, Gold","HSDPA 850 / 900 / 1900 / 2100 - G530F, G530H, G530FZ, G530Y, G531F","HSPA, LTE Cat4 150/50 Mbps","Android 4.4.4 (KitKat), upgradable to 5.0.2/5.1.1 (Lollipop)Android 5.1 (Lollipop) - G531F",Qualcomm MSM8916 Snapdragon 410 (28 nm)Spreadtrum SC7730 (Value Edition),Quad-core 1.2 GHz Cortex-A53Quad-core 1.3 GHz Cortex-A7 (Value Edition),Adreno 306Mali-400 (Value Edition),"8 GB, 1 GB RAM","8 MP, AF, f/2.4",1080p@30fps,About 140 EUR,"LED flash, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900) - G530F",Plastic body,,,,,,1080p@30fps,"Yes (G530F, G530FZ models)",,"SM-G5306W, SM-G5308W, SM-G5309W, SM-G530BT, SM-G530F, SM-G530FQ, SM-G530FZ, SM-G530FZ, SM-G530H, SM-G531F, SM-G531H",Basemark OS II: 504 / Basemark OS II 2.0: 520Basemark X: 1904,Photo / Video,Voice 63dB / Noise 60dB / Ring 68dB,Noise -95.0dB / Crosstalk -93.9dB,,"Contrast ratio: 756 (nominal), 1.935 (sunlight)","5 MP, f/2.2",,,,,,0.28 W/kg (head)     0.33 W/kg (body)    ,,,,,Removable Li-Ion 2600 mAh battery,,Up to 75 h,,,,,,"LTE band 1(2100), 3(1800), 5(850), 8(900), 20(800), 40(2300) - G531FLTE band 2, 4, 5, 12 - G530T (T-Mobile)",Up to 17 h (3G),
F8332,Sony,Sony,Xperia XZ,F8332,Sony,Xperia XZ,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2016, September","Available. Released 2016, October",146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in),161 g (5.68 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Triluminos display  X-Reality Engine,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, aptX, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",No,"2.0, Type-C 1.0 reversible connector; USB Host","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",,,,,,,,"Mineral black, Platinum, Forest blue, Deep pink","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - F8331, F8332","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,"32 GB, 3 GB RAM - F833164 GB, 3 GB RAM - F8332","23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF & laser AF","2160p@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)",About 250 EUR,"LED flash, HDR, panorama",IP68 dust/water proof (up to 1.5m for 30 mins),"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500) - F8331, F8332",Aluminum body,Corning Gorilla Glass 4,,,,HDR,1080p@30fps,Yes,Fast battery charging 18W (Quick Charge 3.0),"F8331, F8332, SO-01J, SOV34, 601SO",Basemark OS II: 2273 / Basemark OS II 2.0: 2151Basemark X: 29548,Photo / Video,Voice 61dB / Noise 65dB / Ring 67dB,Noise -93.0dB / Crosstalk -93.6dB,Endurance rating 72h,"Contrast ratio: 1349 (nominal), 3.795 (sunlight)","13 MP, f/2.0, 22mm (wide), 1/3""",,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic,0.85 W/kg (head)     1.20 W/kg (body)    ,,,,0.81 W/kg (head)     0.35 W/kg (body)    ,Non-removable Li-Ion 2900 mAh battery,,,,,,,,,Up to 11 h 40 min (2G) / Up to 17 h 30 min (3G),Up to 600 h (2G) / Up to 610 h (3G)
NX907J,nubia,ZTE,nubia M2 Play,,ZTE,nubia M2 Play,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2017, June","Available. Released 2017, July",7.9 mm thickness,-,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"microSD, up to 128 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.x, A2DP, LE","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity",,,,,,,,"Black, Gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE",Android 7.1 (Nougat); nubia UI 5,Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"32 GB, 3 GB RAM","13 MP, PDAF, f/2.2",1080p@30fps,About 230 EUR,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)",,,,,,,,,,NX907J,,,,,,,"5 MP, f/2.4",,,,,DTS sound  Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,
F3111,Sony,Sony,Xperia XA,F3111,Sony,Xperia XA,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Up to 85.6 kbps,Up to 236.8 kbps,"2016, February","Available. Released 2016, June",143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),137.4 g (4.83 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB Host","Accelerometer, proximity, compass",,,,,,,,"White, Graphite Black, Lime Gold, Rose Gold","HSDPA 850 / 900 / 1900 / 2100 - F3111, F3115","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,"16 GB, 2 GB RAM","13 MP, f/2.0, 1/3"", 1.12µm, PDAF",1080p@30fps,About 200 EUR,"LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 20(800) - F3111","Aluminum frame, plastic back",Scratch-resistant glass,,,,HDR,1080p@30fps,Yes,Fast battery charging 10W (Pump Express+ 2.0),"F3111, F3113, F3115",Basemark OS II 2.0: 1013 / Basemark X: 6420,Photo / Video,Voice 61dB / Noise 66dB / Ring 68dB,Noise -93.6dB / Crosstalk -91.7dB,Endurance rating 54h,"Contrast ratio: 1376 (nominal),  2.609 (sunlight)","8 MP, f/2.0, 1/4"", AF",,,,,Active noise cancellation with dedicated mic,0.47 W/kg (head)     0.47 W/kg (body)    ,,,,0.57 W/kg (head)     1.23 W/kg (body)    ,Non-removable Li-Ion 2300 mAh battery,,Up to 55 h,,,,,,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500) - F3115",Up to 11 h 20 min (2G) / Up to 10 h (3G),Up to 560 h (2G) / Up to 603 h (3G)
zenltetmo,samsung,Samsung,Galaxy S6 edge+,zenltetmo,Samsung,Galaxy S6 edge+,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2015, August","Available. Released 2015, August",154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in),153 g (5.40 oz),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 88.5 cm (~75.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)",,No,,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",,,,,,,ANT+  S-Voice natural language commands and dictation,"Black Sapphire, Gold Platinum, Silver Titan, White Pearl, Pink","HSDPA 850 / 1700(AWS) / 1900 / 2100 - G928T, G928A","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps/ LTE-A (3CA) Cat9 450/50 Mbps","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat); TouchWiz UI",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,"32/64 GB, 4 GB RAM","16 MP, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, OIS, AF","2160p@30fps, 1080p@60fps, 720p@120fps, HDR, dual-video rec.",About 530 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 20(800) - G928T","Front/back glass (Gorilla Glass 4), aluminum frame",Corning Gorilla Glass 4,,,,"Dual video call, Auto-HDR",1440p@30fps,Yes,Fast battery charging 15W  Qi/PMA wireless charging (market dependent),"SM-G928A, SM-G928F, SM-G928A, SM-G928T, G928I, SM-G928G, SM-G928C",Basemark OS II: 1833 / Basemark X: 26333,Photo / Video,Voice 65dB / Noise 64dB / Ring 70dB,Noise -93.3dB / Crosstalk -93.7dB,Endurance rating 83h,"Contrast ratio: Infinite (nominal), 4.615 (sunlight)","5 MP, f/1.9, 22mm (wide)",,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic,0.22 W/kg (head)     0.58 W/kg (body)    ,,,,1.22 W/kg (head)     1.48 W/kg (body)    ,Non-removable Li-Ion 3000 mAh battery,,Up to 66 h,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850) - G928F",Up to 20 h (3G),
S890,Lenovo,Lenovo,S890,S890,Lenovo,S890,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2013, January. Released 2013, January",Discontinued,143 x 74.2 x 9.3 mm (5.63 x 2.92 x 0.37 in),176 g (6.21 oz),Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~65.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Black, Blue, White",HSDPA 900 / 2100,HSPA,Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531u,"4 GB, 1 GB RAM","8 MP, AF",720p,About 230 EUR,LED flash,,,,,,,,,,,,,,,,,,,VGA,,,,,,0.41 W/kg (head)    ,,,,,Removable Li-Ion 2250 mAh battery,,,,,,,,,,
N8010,samsung,Samsung,Galaxy Note 10.1 N8010,N8010,Samsung,Galaxy Note 10.1 N8010,No cellular connectivity,,No,No,"2012, August. Released 2012, August",Discontinued,262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in),597 g (1.32 lb),No,"PLS TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~62.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with S-GPS; GLONASS",No,"microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, compass",,,,,,,MP4/DivX/Xvid/FLV/MKV/H.264 player  MP3/WAV/eAAC+/Flac player  Photo/video editor  Adobe Photoshop Touch app  Document editor/viewer,"Black, White/Silver",,,"Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.4.2 (KitKat); TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,"16/32/64 GB, 2 GB RAM","5 MP, AF",720p@30fps,About 350 EUR,LED flash,Stylus,,,,,,,,,,,,,,,,,,1.9 MP,Yes,,,,,,,,,0.83 W/kg (body)    ,Non-removable Li-Ion 7000 mAh battery,,,,,,,,,Up to 33 h 20 min,Up to 1500 h
HIMAX_PURE_3S,HIMAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gts28lte,samsung,Samsung,Galaxy Tab S2 8.0,gts28lte,Samsung,Galaxy Tab S2 8.0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2015, July","Available. Released 2015, September",198.6 x 134.8 x 5.6 mm (7.82 x 5.31 x 0.22 in),265 g (Wi-Fi) / 272 g (LTE) (9.59 oz),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm (~74.0% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~320 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",No,microUSB 2.0 (MHL TV-out),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,ANT+,"White, black gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE","Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow) - T710, T715Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat) - T719N","Exynos 5433 - T710, T715Qualcomm MSM8976 Snapdragon 652 (28 nm) - T719N","Octa-core (4x1.9 GHz & 4x1.3 GHz) - T710, T715Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53) - T719N","Mali-T760 MP6 - T710, T715Adreno 510 - T719N","32/64 GB, 3 GB RAM","8 MP, AF",1440p@30fps,About 400 EUR,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800)",,,,,,,,,,"SM-T715, SM-T710, SM-T719N",,,,,,,2.1 MP,,,,,,0.34 W/kg (head)     0.47 W/kg (body)    ,,,,0.96 W/kg (head)     1.59 W/kg (body)    ,Non-removable Li-Ion 4000 mAh battery,,Up to 74 h,,,,,,,Up to 27 h (3G),
HWRNE,HUAWEI,Huawei,Mate 10 Lite,,Huawei,Mate 10 Lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, October","Available. Released 2017, November",156.2 x 75.2 x 7.5 mm (6.15 x 2.96 x 0.30 in),164 g (5.78 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 89.8 cm (~76.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~409 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Graphite Black, Prestige Gold, Aurora Blue",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo); EMUI 5.1",HiSilicon Kirin 659 (16 nm),Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830 MP2,"64 GB, 4 GB RAM",,1080p@30fps,About 200 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 40(2300), 41(2500)","Front glass, aluminum body",,,"16 MP, f/2.2, 27mm (wide), PDAF  2 MP, depth sensor","13 MP, f/2.0, 26mm (wide)  2 MP, depth sensor",,1080p@30fps,,,"RNE-L21, RNE-L22, RNE-L01, RNE-L02, RNE-L11, RNE-L23, RNE-L03",Basemark OS II: 1530 / Basemark OS II 2.0: 1408Basemark X: 8721,Photo / Video,Voice 67dB / Noise 71dB / Ring 84dB,Noise -89.2dB / Crosstalk -83.8dB,Endurance rating 76h,"Contrast ratio: 1852:1 (nominal), 2.654 (sunlight)",,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3340 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800)",,
K2L_S00,Coolpad,Coolpad,K2L S00,K2L_S00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9ltechn,samsung,Samsung,Galaxy C9 Pro,c9ltechn,Samsung,Galaxy C9 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2016, October","Available. Released 2016, November",162.9 x 80.7 x 6.9 mm (6.41 x 3.18 x 0.27 in),189 g (6.67 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~75.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",Stereo FM radio with RDS,Type-C 1.0 reversible connector,"Fingerprint (front-mounted), accelerometer, proximity, compass",,,,,,,ANT+,"Gold, Pink Gold, Black",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8976 Pro Snapdragon 653 (28 nm),Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,"64 GB, 6 GB RAM","16 MP, PDAF, f/1.9",1080p@30fps,About 430 EUR,"Dual-LED dual-tone flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 5(850), 40(2300), 41(2500) - India","Front glass, aluminum body",Corning Gorilla Glass 4,,,,,1080p@30fps,Yes,Fast battery charging 18W,"SM-C9000, SM-C900F",,,,,,,"16 MP, f/1.9",,,,,Active noise cancellation with dedicated mic,0.79 W/kg (head)     1.62 W/kg (body)    ,,,,,Non-removable 4000 mAh battery,,,,,,,,,,
HWMLA,HUAWEI,Huawei,G9 Plus,HWMLA,Huawei,G9 Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2016, August","Available. Released 2016, August",151.8 x 75.7 x 7.3 mm (5.98 x 2.98 x 0.29 in),160 g (5.64 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~72.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",FM radio,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, White, Gold",HSDPA,"HSPA, LTE",Android 6.0 (Marshmallow); EMUI 4.1,Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"64 GB, 4 GB RAM or 32 GB, 3/4 GB RAM","16 MP, 1/2.8"", 1.12µm, OIS, PDAF","2160p@30fps, 1080p@30fps",About 280 EUR,"Dual-LED dual-tone flash, panorama, HDR",,LTE,,,,,,,1080p@30fps,,,"MLA-UL00, MLA-TL10",,,,,,,8 MP,,,,,Active noise cancellation with dedicated mic  DTS Sound,,,,,,Non-removable Li-Po 3340 mAh battery,,,,,,,,,,
HS8929QC,Hisense,Hisense,C1,HS8929QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross8735m_3350,Welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j7xeltecmcc,samsung,Samsung,Galaxy J7 (2016),j7xeltecmcc,Samsung,Galaxy J7 (2016),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2016, March","Available. Released 2016, April",151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),170 g (6.00 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~72.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS","FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,,,,,ANT+,"White, Black, Gold, Rose Gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","Android 6.0.1 (Marshmallow), upgradable to Android 8.1 (Oreo)",Qualcomm MSM8952 Snapdragon 617 (28 nm)Exynos 7870 Octa (14 nm),Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Octa-core 1.6 GHz Cortex-A53,Adreno 405Mali-T830 MP1,"16 GB, 2 GB RAM","13 MP, f/1.9, 28mm (wide), AF",1080p@30fps,About 230 EUR,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 40(2300)","Aluminum frame, plastic back",,,,,LED flash,,Yes (market dependent for dual-SIM model),,"SM-J710FN, SM-J710F, SM-J710H, SM-J710M, SM-J710GN, SM-J710MN",Basemark OS II: 999 / Basemark OS II 2.0: 1007Basemark X: 11199,Photo / Video,Voice 64dB / Noise 71dB / Ring 68dB,Noise -92.4dB / Crosstalk -92.3dB,Endurance rating 101h,"Contrast ratio: Infinite (nominal), 3.902 (sunlight)","5 MP, f/1.9",,,,,,0.35 W/kg (head)     1.39 W/kg (body)    ,,,,1.10 W/kg (head)     1.01 W/kg (body)    ,Removable Li-Ion 3300 mAh battery,,Up to 96 h,,,,,,,Up to 23 h (3G),
T00F,ASUS,Asus,Zenfone 5 A500CG (2014),,Asus,Zenfone 5 A500CG (2014),GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, January","Available. Released 2014, April",148.2 x 72.8 x 10.3 mm (5.83 x 2.87 x 0.41 in),145 g (5.11 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~63.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Charcoal Black, Pearl White, Cherry Red, Champagne Gold, Twilight Purple",HSDPA 850 / 900 / 1900 / 2100,HSPA 42.2/5.76 Mbps,"Android 4.3 (Jelly Bean), upgradable to 5.0.2 (Lollipop)",Intel Atom Z2580,Dual-core 2.0 GHz,PowerVR SGX544MP2,"8/16/32 GB, 2 GB RAM","8 MP, AF, f/2.0",1080p@30fps,About 130 EUR,LED flash,,,Plastic body,Corning Gorilla Glass 3,,,,,,,,T00J,,,,,,,"2 MP, f/2.4",,,,,,0.53 W/kg (head)    ,,,,1.18 W/kg (head)    ,Non-removable Li-Po 2110 mAh battery,,,,,,,,,Up to 18 h 30 min (3G),Up to 353 h (3G)
S7,S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
